CUENTA;MONTO;FECHA
1-102-57479-4;1238;18/04/2023
9-106-79108-7;435;04/03/2023
8-104-68902-4;353;10/11/2023
8-103-36079-1;1384;11/12/2023
1-104-22440-2;453;02/05/2023
8-101-12726-2;357;12/04/2023
9-104-80162-9;375;14/06/2023
8-109-29865-5;1418;17/04/2023
9-106-38210-6;1265;19/05/2023
8-109-97011-5;1106;06/01/2023
5-106-24750-6;1487;16/10/2023
6-106-60672-7;1024;18/09/2023
4-108-63442-2;53;26/12/2023
1-103-35101-7;1281;25/04/2023
5-108-96823-9;1202;04/09/2023
9-107-97476-9;344;16/02/2023
1-103-35101-7;731;11/11/2023
5-109-39502-5;467;08/11/2023
2-105-96478-5;503;03/09/2023
2-105-95430-8;394;14/06/2023
8-101-53834-6;1272;05/10/2023
1-102-19834-7;833;03/04/2023
9-103-98501-9;1496;05/08/2023
5-107-80715-3;1046;20/04/2023
9-107-17568-3;271;20/02/2023
2-104-21416-6;1278;26/05/2023
3-103-19613-5;542;25/01/2023
1-106-11022-8;974;03/07/2023
9-107-17568-3;459;17/05/2023
2-103-77968-6;638;28/03/2023
2-108-60312-2;651;22/02/2023
5-101-10486-4;120;30/03/2023
6-109-90208-8;499;21/11/2023
9-109-77771-1;258;14/09/2023
2-109-41712-7;1043;19/10/2023
5-105-95750-8;1122;21/12/2023
8-109-79971-1;1259;21/08/2023
4-106-85580-8;1069;22/05/2023
1-104-85490-8;84;11/02/2023
5-105-16645-3;1220;29/01/2023
5-104-41294-6;606;13/07/2023
3-108-36721-2;352;08/04/2023
5-107-52521-8;855;05/07/2023
4-105-28386-2;644;22/08/2023
9-108-52774-1;202;27/10/2023
2-101-80421-5;1299;10/06/2023
3-102-37074-2;1084;29/12/2023
9-108-88150-2;775;06/01/2023
3-107-33689-2;582;23/05/2023
1-103-64238-8;520;25/09/2023
4-109-27267-3;1296;03/01/2023
2-108-49727-9;365;05/06/2023
7-103-14537-7;379;23/07/2023
5-103-45076-6;593;23/01/2023
2-109-40916-8;808;19/12/2023
3-106-70167-7;569;22/07/2023
4-105-44804-7;82;04/03/2023
6-103-10917-8;447;20/06/2023
9-101-52853-5;565;21/07/2023
9-106-80438-8;109;09/11/2023
4-106-28112-4;222;12/10/2023
5-105-90277-7;813;26/08/2023
4-107-13176-5;1214;13/05/2023
3-105-14652-2;231;04/05/2023
1-108-16129-7;753;02/09/2023
5-108-41495-4;592;20/02/2023
9-105-75927-5;799;23/04/2023
3-101-71627-6;1453;29/06/2023
3-105-69611-6;909;21/12/2023
8-109-85710-7;1483;11/10/2023
4-107-80424-2;1304;07/07/2023
2-109-83553-2;62;26/02/2023
1-107-99146-7;345;20/12/2023
2-109-64682-3;643;19/03/2023
4-109-98819-2;110;04/10/2023
8-102-38362-9;550;16/03/2023
8-102-46886-7;301;05/06/2023
9-105-79528-1;154;23/05/2023
9-107-91749-3;483;21/11/2023
9-105-48547-5;793;17/09/2023
3-107-75532-5;118;13/06/2023
7-103-52370-2;367;07/11/2023
3-102-66904-8;936;22/06/2023
6-102-22848-9;146;22/11/2023
4-106-27334-7;1391;24/05/2023
9-106-45707-8;1238;29/01/2023
2-109-31959-5;753;27/10/2023
7-106-89315-2;452;18/03/2023
1-102-19834-7;181;27/09/2023
1-108-76451-6;418;30/06/2023
6-101-78059-6;407;07/11/2023
8-104-48913-2;69;16/08/2023
8-109-86471-7;325;15/10/2023
8-104-23179-5;693;12/10/2023
4-107-88358-3;497;11/04/2023
4-102-54827-8;635;03/09/2023
3-108-24026-2;997;16/02/2023
9-102-86849-6;572;12/06/2023
9-107-91749-3;531;08/08/2023
3-103-35930-8;156;06/05/2023
6-104-33752-4;218;04/02/2023
9-107-12460-3;400;15/11/2023
7-101-85792-7;421;21/09/2023
3-105-22737-7;1382;29/08/2023
2-108-35383-4;1004;02/07/2023
5-101-87086-8;994;11/06/2023
2-107-86096-2;997;13/09/2023
9-109-40013-3;187;16/10/2023
3-104-32695-6;110;19/03/2023
6-102-10988-4;118;07/04/2023
4-109-18517-4;1464;04/03/2023
4-104-16739-2;344;16/07/2023
3-104-77451-3;984;24/03/2023
3-103-35930-8;159;10/04/2023
5-104-46371-3;920;16/03/2023
4-101-45178-2;1442;29/11/2023
1-104-66296-5;1252;15/04/2023
3-102-99397-2;1441;03/05/2023
4-101-58526-4;55;12/06/2023
1-101-21544-1;40;05/07/2023
5-103-28471-3;333;23/07/2023
5-107-27584-7;276;11/02/2023
9-104-70628-8;399;06/08/2023
2-108-49727-9;775;18/01/2023
2-105-34885-4;1181;24/11/2023
9-106-18344-9;50;19/04/2023
9-103-70580-2;366;01/08/2023
2-107-49154-4;582;26/12/2023
9-101-80023-8;751;24/05/2023
5-101-17558-5;1467;26/10/2023
9-107-75506-2;1236;12/09/2023
4-106-87678-7;263;18/04/2023
6-103-64878-7;669;24/09/2023
4-102-76823-6;130;07/06/2023
8-108-13137-7;171;01/03/2023
4-103-30105-4;520;30/11/2023
8-101-19831-8;128;08/01/2023
8-106-25677-7;214;07/03/2023
9-103-58210-3;347;13/09/2023
4-103-24679-3;632;24/03/2023
1-104-33291-7;1214;01/02/2023
3-102-92102-7;704;05/04/2023
1-102-90290-2;1015;20/09/2023
5-105-98018-3;975;30/01/2023
4-106-44211-1;724;18/06/2023
4-104-63189-4;340;23/10/2023
2-106-91728-8;330;13/06/2023
1-106-16202-5;230;04/01/2023
4-108-50602-5;148;07/06/2023
8-109-81365-6;393;14/08/2023
1-109-92456-7;477;15/11/2023
9-103-53831-1;810;02/12/2023
4-107-19892-5;383;17/11/2023
4-105-13027-9;1098;08/06/2023
9-101-80023-8;1195;14/06/2023
1-108-58389-5;361;22/08/2023
1-109-98799-4;304;30/10/2023
3-101-69701-2;316;28/12/2023
3-102-92102-7;1249;23/02/2023
2-101-75261-4;1422;16/07/2023
4-103-24679-3;763;03/06/2023
7-108-80456-9;626;22/01/2023
8-105-19674-8;50;29/06/2023
9-109-40013-3;903;26/03/2023
7-105-28853-9;930;09/02/2023
5-106-68217-4;179;28/10/2023
7-106-26852-3;555;21/12/2023
5-107-67630-7;1400;21/03/2023
7-106-50294-5;670;22/03/2023
6-103-10917-8;294;23/08/2023
9-101-25222-3;1370;31/01/2023
8-107-15419-6;770;01/01/2023
2-107-12020-8;505;11/08/2023
5-107-45873-9;254;25/07/2023
8-102-23132-1;377;21/08/2023
4-102-81838-2;1315;06/03/2023
5-101-10486-4;798;08/10/2023
4-102-37489-3;751;10/09/2023
7-104-86194-7;488;20/02/2023
8-102-38362-9;890;10/02/2023
8-101-19831-8;1180;08/10/2023
9-102-77922-2;936;29/03/2023
3-105-75359-9;1343;13/06/2023
2-104-63649-4;311;11/01/2023
3-103-63622-5;353;12/08/2023
3-104-77451-3;202;04/11/2023
5-103-78432-4;120;05/10/2023
6-106-71706-1;374;21/09/2023
6-107-19240-1;27;19/11/2023
3-101-65224-8;289;28/11/2023
7-101-67704-1;1038;06/07/2023
8-101-31188-9;90;06/11/2023
1-103-35101-7;741;23/11/2023
9-104-61698-8;667;04/08/2023
5-102-26454-2;499;17/10/2023
7-109-46363-5;390;02/07/2023
8-102-17156-1;309;04/07/2023
8-107-15419-6;3;12/07/2023
2-104-38492-9;1430;26/02/2023
6-106-40938-5;891;16/02/2023
4-102-50174-2;1477;06/06/2023
9-106-77656-9;420;11/06/2023
5-103-94449-4;1259;06/05/2023
6-103-47484-2;613;06/12/2023
5-103-78432-4;386;20/12/2023
8-108-10321-6;836;27/06/2023
9-108-94655-7;642;28/10/2023
8-102-28846-1;143;19/05/2023
4-101-31285-1;459;30/07/2023
4-108-10885-5;13;01/09/2023
5-106-57298-9;16;27/11/2023
9-106-58690-4;204;13/08/2023
3-101-69701-2;954;17/06/2023
1-102-47588-7;656;09/02/2023
1-102-59139-5;448;16/12/2023
2-109-61649-7;1280;05/10/2023
9-102-10658-1;1424;02/03/2023
2-103-91116-2;268;04/12/2023
5-104-46371-3;660;05/09/2023
6-102-72344-6;373;07/09/2023
6-103-47484-2;364;24/08/2023
4-104-19872-6;1221;03/01/2023
7-101-19400-2;316;25/10/2023
1-103-73627-4;412;08/03/2023
3-101-69701-2;1488;09/09/2023
5-109-54250-1;598;12/12/2023
9-106-40357-3;1165;07/01/2023
7-102-48020-9;629;14/06/2023
5-107-52521-8;1175;26/03/2023
2-108-19101-1;342;16/06/2023
5-108-22793-6;496;20/11/2023
7-102-28079-4;322;01/03/2023
8-109-81365-6;412;07/06/2023
9-103-29128-3;478;08/09/2023
4-105-44804-7;1093;11/11/2023
6-101-26508-2;1498;05/03/2023
2-101-18229-2;330;22/12/2023
8-108-77787-8;1113;03/11/2023
4-106-92912-8;1148;15/04/2023
9-105-79528-1;565;21/12/2023
4-101-31285-1;701;07/04/2023
1-101-97447-1;1214;09/06/2023
1-107-55557-9;296;08/05/2023
2-102-58851-6;409;27/11/2023
4-105-44447-8;49;06/05/2023
5-106-76206-6;620;13/06/2023
6-107-21043-2;221;11/04/2023
7-106-52817-2;21;18/10/2023
7-106-64006-5;1332;18/06/2023
5-104-93915-1;71;22/07/2023
2-104-94628-1;328;11/08/2023
6-104-97688-6;1179;08/03/2023
5-107-20167-7;289;04/04/2023
6-109-91482-3;448;27/04/2023
9-106-45707-8;713;11/08/2023
8-108-92338-5;841;04/05/2023
5-105-95750-8;515;12/01/2023
8-103-36079-1;848;07/06/2023
3-104-48132-4;588;05/07/2023
6-104-99193-8;602;08/07/2023
1-107-19463-5;1452;23/03/2023
4-104-23823-1;614;29/09/2023
5-107-91526-7;1028;17/10/2023
4-102-50174-2;1326;29/12/2023
8-103-62656-6;664;30/05/2023
3-105-22664-5;626;14/11/2023
8-109-97427-5;752;18/07/2023
8-104-68902-4;1390;27/08/2023
1-109-98338-3;805;21/09/2023
5-107-11281-3;1071;14/11/2023
9-104-80162-9;396;07/06/2023
6-103-26588-1;436;03/01/2023
4-103-69438-2;355;01/03/2023
2-107-16822-5;492;28/05/2023
4-102-50174-2;229;20/05/2023
7-107-43328-2;144;05/10/2023
9-104-80162-9;579;14/07/2023
6-104-39004-5;718;24/07/2023
3-105-96067-4;1328;28/03/2023
5-107-99828-1;977;31/05/2023
8-101-57394-4;506;18/12/2023
2-107-40361-5;587;31/03/2023
7-109-77387-7;1434;15/08/2023
6-106-40938-5;991;02/10/2023
2-104-22749-7;532;04/10/2023
5-104-85606-6;548;22/08/2023
9-102-77922-2;368;07/02/2023
1-101-96020-1;101;12/02/2023
9-109-57770-9;991;03/01/2023
1-109-70636-8;534;03/07/2023
9-107-17568-3;971;31/03/2023
4-103-30105-4;432;26/10/2023
2-104-30806-3;328;31/07/2023
1-104-33291-7;14;22/12/2023
2-106-78318-2;507;28/10/2023
6-109-39092-6;24;29/09/2023
9-108-29931-4;1114;06/03/2023
6-106-67685-4;122;12/06/2023
4-106-87678-7;340;28/02/2023
4-108-96179-7;520;19/04/2023
1-103-35101-7;420;05/10/2023
9-104-66518-9;1189;31/12/2023
7-101-85792-7;1221;23/06/2023
9-108-64989-9;736;14/02/2023
6-105-83373-1;1384;27/06/2023
6-105-66726-4;1262;11/03/2023
9-103-66739-5;953;07/02/2023
1-102-88721-8;963;09/04/2023
2-101-80212-6;1495;20/10/2023
7-105-82114-5;1448;31/03/2023
1-106-40823-7;95;26/08/2023
1-109-51922-4;67;18/11/2023
3-104-50228-2;368;03/05/2023
7-108-20703-7;400;08/01/2023
5-109-76922-2;343;08/06/2023
8-102-46886-7;1064;24/04/2023
8-104-53325-2;1174;07/10/2023
6-108-32781-5;789;14/02/2023
4-105-28386-2;1283;03/09/2023
3-102-27804-4;1485;30/03/2023
1-104-61411-7;860;06/02/2023
8-102-23132-1;246;20/04/2023
9-103-64248-8;375;07/11/2023
4-101-39236-8;547;24/02/2023
2-106-86527-4;1151;26/12/2023
8-107-17974-4;809;04/06/2023
5-105-25754-5;368;26/01/2023
2-103-91116-2;811;20/05/2023
4-103-70508-3;940;30/03/2023
7-101-55737-7;520;20/01/2023
2-106-40073-2;191;13/03/2023
3-102-92102-7;252;11/02/2023
7-102-94760-7;365;22/06/2023
1-103-70819-4;814;30/10/2023
2-109-83553-2;931;23/10/2023
6-103-88083-1;1072;27/11/2023
6-109-63678-9;341;17/07/2023
3-108-85056-2;1437;22/08/2023
1-109-65197-8;1046;06/10/2023
7-109-24859-2;596;02/11/2023
7-106-55640-5;438;08/12/2023
6-107-90994-4;1132;13/07/2023
9-103-66739-5;119;15/04/2023
2-102-38483-3;430;06/05/2023
4-106-28112-4;252;28/01/2023
9-104-20455-6;1113;01/01/2023
2-102-12573-6;1361;12/11/2023
3-109-15790-3;637;10/01/2023
9-103-98501-9;850;07/09/2023
1-101-96020-1;668;15/02/2023
1-105-39382-3;983;09/10/2023
7-101-85792-7;207;16/07/2023
6-109-63678-9;653;23/10/2023
9-102-86064-4;1455;26/11/2023
2-109-41712-7;272;17/10/2023
4-101-58358-8;641;29/07/2023
7-102-26207-4;234;25/12/2023
2-107-57254-5;996;27/08/2023
2-103-63889-8;933;29/01/2023
3-109-71814-3;267;09/07/2023
5-105-74895-7;1105;10/11/2023
7-109-70825-9;452;09/02/2023
7-105-28853-9;760;06/10/2023
2-104-79053-5;1400;19/02/2023
4-105-13027-9;1300;05/01/2023
4-107-16778-7;1142;09/03/2023
8-104-70329-9;359;25/12/2023
6-109-90208-8;178;23/11/2023
4-101-81258-3;1300;18/01/2023
6-109-58280-4;736;06/10/2023
1-109-19058-2;222;26/02/2023
2-107-40361-5;289;05/09/2023
6-106-37704-7;132;20/12/2023
5-107-16074-6;445;21/08/2023
4-109-48767-2;546;11/08/2023
1-104-81802-9;432;25/12/2023
6-105-14472-2;567;05/12/2023
2-107-86096-2;415;23/06/2023
8-103-54936-9;1432;06/04/2023
4-102-31144-3;785;22/09/2023
9-101-25222-3;743;11/05/2023
4-106-28112-4;455;07/02/2023
5-107-80715-3;248;08/03/2023
8-105-86834-1;258;18/01/2023
8-109-27522-8;433;02/08/2023
9-103-98501-9;1473;06/05/2023
5-105-16645-3;1388;16/08/2023
7-103-55286-9;800;28/09/2023
3-101-95653-7;911;05/12/2023
2-105-20549-7;814;14/03/2023
9-109-40013-3;541;27/07/2023
1-109-64847-3;825;07/09/2023
6-105-99860-5;325;17/03/2023
8-106-64632-4;971;09/02/2023
1-106-16202-5;156;08/03/2023
4-101-93624-6;921;11/09/2023
1-108-58389-5;728;07/02/2023
1-105-39382-3;793;10/12/2023
3-102-17476-3;290;21/05/2023
9-108-92573-7;930;20/05/2023
5-105-98018-3;58;25/04/2023
6-109-11650-1;586;08/10/2023
1-105-94426-5;957;05/11/2023
1-107-12694-8;30;14/12/2023
9-106-19703-3;535;10/11/2023
4-105-56776-3;969;06/09/2023
3-106-98588-9;1494;15/02/2023
4-105-28386-2;1364;27/12/2023
3-107-92425-2;226;06/03/2023
3-105-62347-3;752;24/01/2023
3-104-86021-5;709;08/08/2023
6-105-30043-2;415;28/09/2023
9-106-58690-4;79;18/10/2023
7-108-20703-7;1178;21/10/2023
9-105-79528-1;1336;27/10/2023
6-108-92446-6;398;15/05/2023
7-102-26207-4;1280;22/01/2023
6-109-91482-3;481;31/10/2023
7-102-28079-4;246;29/12/2023
5-107-52521-8;1469;14/04/2023
8-108-53841-2;479;25/06/2023
8-107-89306-5;1247;05/02/2023
2-103-19610-9;1383;11/06/2023
3-103-35930-8;1015;20/04/2023
3-109-70793-7;1438;19/04/2023
2-106-40751-7;1261;28/05/2023
1-103-71217-3;194;26/07/2023
4-105-28386-2;543;05/01/2023
8-104-10124-3;473;03/03/2023
8-103-62656-6;676;03/07/2023
9-104-20455-6;751;29/11/2023
1-108-95694-2;1068;06/09/2023
8-109-32361-6;1114;30/03/2023
4-101-39236-8;251;30/04/2023
6-102-44811-4;1284;08/02/2023
4-105-16746-6;1423;03/06/2023
7-105-82114-5;840;25/02/2023
4-104-89904-7;1348;12/06/2023
4-107-80424-2;591;22/05/2023
2-105-29024-3;662;26/08/2023
3-107-51797-2;594;28/11/2023
7-101-19400-2;163;08/06/2023
4-106-87678-7;1121;01/04/2023
8-107-89065-5;1319;18/04/2023
1-106-68778-6;1235;01/11/2023
2-105-93777-4;1355;03/10/2023
2-109-40916-8;1377;21/05/2023
3-106-56476-1;826;20/06/2023
6-105-27962-4;1161;27/01/2023
4-101-68976-9;1112;26/02/2023
1-106-41616-4;1269;23/08/2023
5-109-40563-1;503;31/08/2023
7-103-55286-9;1186;11/10/2023
5-103-94449-4;535;08/10/2023
4-108-15651-5;596;18/04/2023
7-106-62179-9;105;30/05/2023
7-107-35546-5;66;11/07/2023
8-109-85710-7;199;15/08/2023
9-101-40956-7;112;01/03/2023
9-103-97363-1;620;07/11/2023
2-105-96478-5;866;14/01/2023
1-103-64238-8;1348;04/01/2023
2-107-12020-8;1118;10/02/2023
6-107-19240-1;439;05/12/2023
8-105-86834-1;335;22/10/2023
5-103-55486-9;1221;05/08/2023
6-102-10988-4;978;22/03/2023
7-106-28393-7;752;08/07/2023
8-103-92285-8;303;03/07/2023
8-107-34817-5;310;22/08/2023
5-106-27055-2;1173;08/12/2023
6-103-46942-4;1410;18/09/2023
4-104-19872-6;278;16/09/2023
7-108-80456-9;651;04/06/2023
1-108-57224-2;1265;05/02/2023
1-109-19058-2;439;02/05/2023
3-104-14287-2;84;29/09/2023
6-106-71706-1;807;23/03/2023
2-103-26843-9;244;02/06/2023
2-108-19101-1;1238;10/11/2023
1-108-95694-2;1422;19/02/2023
7-102-98724-2;1106;22/08/2023
9-105-54756-5;724;08/12/2023
8-106-92908-2;658;10/07/2023
2-105-20549-7;757;09/06/2023
6-104-29580-4;75;16/06/2023
9-104-14129-9;275;05/06/2023
1-108-88164-9;564;25/05/2023
4-104-20247-8;166;28/06/2023
3-105-22665-1;307;29/07/2023
4-108-10885-5;989;22/03/2023
6-105-52440-1;788;26/05/2023
5-107-67630-7;131;24/03/2023
9-104-44466-5;733;29/04/2023
1-103-64238-8;470;28/12/2023
5-106-75650-7;358;22/03/2023
3-105-39169-6;661;03/12/2023
2-103-77968-6;975;27/03/2023
3-104-57631-6;567;24/07/2023
8-103-88717-8;215;27/08/2023
1-107-31745-5;1284;16/08/2023
2-108-29311-7;579;01/08/2023
4-106-21446-6;55;04/06/2023
2-104-94628-1;924;06/08/2023
1-109-32806-4;1242;04/12/2023
2-104-92210-9;180;03/03/2023
3-105-96067-4;922;19/09/2023
1-109-58183-5;185;11/12/2023
1-105-80054-7;620;02/07/2023
7-102-13439-4;84;09/05/2023
7-104-11782-8;408;17/09/2023
6-103-48800-4;326;30/08/2023
2-106-40751-7;860;17/11/2023
4-103-69438-2;612;05/08/2023
2-104-94547-4;1158;09/02/2023
1-104-22440-2;352;04/06/2023
4-103-48586-3;797;15/05/2023
6-106-11183-2;962;15/09/2023
4-103-69438-2;258;25/06/2023
3-107-75532-5;890;26/01/2023
9-103-98501-9;521;17/10/2023
5-107-53559-6;93;30/11/2023
1-104-86823-1;509;24/08/2023
6-103-84101-2;268;16/11/2023
2-107-19621-8;1237;13/01/2023
3-102-99397-2;953;08/07/2023
9-102-50514-9;881;14/06/2023
2-105-49642-9;72;14/07/2023
6-101-13374-5;133;03/05/2023
8-109-97427-5;441;25/11/2023
3-104-50228-2;668;12/04/2023
9-102-91594-7;175;03/08/2023
4-108-77216-9;413;10/02/2023
3-109-28183-6;1191;05/07/2023
7-107-89304-4;1112;13/05/2023
1-109-14656-3;952;23/11/2023
1-101-68811-7;152;28/02/2023
5-108-36821-4;201;05/05/2023
9-108-88150-2;586;24/05/2023
4-104-89904-7;579;30/09/2023
7-108-28950-8;918;10/02/2023
4-103-70508-3;1075;28/05/2023
4-101-11437-3;982;15/07/2023
5-101-93425-5;80;05/08/2023
3-109-93959-9;378;01/06/2023
8-107-89065-5;489;16/03/2023
7-105-80523-5;847;25/12/2023
9-101-79582-1;595;12/04/2023
8-107-34817-5;446;03/07/2023
8-109-71536-9;821;22/08/2023
1-109-32806-4;1233;24/12/2023
2-103-35724-9;120;21/08/2023
5-101-66093-9;1319;26/09/2023
6-106-37409-4;155;13/01/2023
4-105-47691-1;106;21/04/2023
1-102-88721-8;173;19/11/2023
5-108-65370-6;764;20/10/2023
2-106-91728-8;1275;05/04/2023
7-102-76576-5;492;22/08/2023
2-104-33475-5;1300;02/09/2023
2-108-19101-1;1001;12/03/2023
9-103-53831-1;224;22/11/2023
9-101-52853-5;1252;20/04/2023
6-101-41740-3;493;10/05/2023
6-101-64856-2;1120;20/11/2023
1-106-19577-6;1183;04/06/2023
9-108-34020-8;342;20/10/2023
3-102-94359-2;1137;21/07/2023
3-101-80976-8;598;19/05/2023
3-105-75359-9;411;15/07/2023
5-108-61858-4;564;07/11/2023
5-109-92627-4;6;13/12/2023
9-109-88646-7;584;25/08/2023
5-105-74895-7;332;01/06/2023
8-106-25677-7;1212;30/11/2023
2-105-34885-4;321;30/10/2023
1-104-51435-1;462;06/03/2023
7-106-62179-9;758;01/04/2023
5-106-24750-6;322;14/06/2023
5-107-53559-6;586;03/07/2023
7-105-83738-1;330;06/10/2023
7-104-86194-7;1445;17/11/2023
7-106-12899-9;1381;25/12/2023
5-109-54250-1;990;01/02/2023
8-102-65265-3;670;23/11/2023
9-107-17568-3;1280;24/06/2023
2-109-68979-6;81;20/02/2023
7-104-83861-9;455;21/10/2023
4-109-53624-1;868;20/10/2023
1-109-98338-3;358;30/03/2023
9-104-44466-5;1270;26/12/2023
9-105-68207-3;699;11/06/2023
7-104-86194-7;1376;04/06/2023
9-104-14129-9;1218;13/11/2023
4-105-25401-3;88;04/03/2023
3-101-96673-5;534;04/04/2023
4-101-11437-3;429;30/01/2023
8-102-94353-2;632;21/07/2023
1-107-12694-8;636;19/11/2023
6-104-23874-6;1221;15/01/2023
9-103-70580-2;986;20/10/2023
5-108-12526-2;1240;24/05/2023
4-107-16778-7;903;13/05/2023
9-106-79108-7;1499;26/05/2023
2-109-98725-2;639;22/08/2023
9-101-80023-8;484;17/03/2023
1-104-59231-8;1389;19/12/2023
8-104-45938-4;1254;10/10/2023
3-104-32695-6;485;26/11/2023
1-104-61411-7;1339;25/05/2023
6-106-20511-3;974;12/11/2023
9-101-80023-8;685;03/11/2023
3-101-71627-6;192;04/12/2023
9-101-79582-1;134;28/01/2023
3-102-92102-7;380;29/05/2023
2-104-38492-9;1454;16/08/2023
4-102-81838-2;165;26/09/2023
6-103-26588-1;793;02/07/2023
3-105-22664-5;168;01/06/2023
3-106-91252-7;397;01/09/2023
5-101-17558-5;1056;02/08/2023
3-107-51797-2;1138;20/11/2023
8-106-53656-9;603;13/04/2023
1-105-66867-2;722;22/09/2023
3-104-46121-8;627;12/10/2023
3-105-69611-6;661;16/05/2023
2-108-49727-9;1160;08/10/2023
1-108-34896-5;495;22/04/2023
2-106-40751-7;1076;04/04/2023
9-109-39025-1;546;05/01/2023
1-104-81802-9;248;06/12/2023
2-108-46218-2;271;21/06/2023
5-107-42709-2;312;02/04/2023
9-102-27234-8;352;17/02/2023
1-103-29987-5;135;26/03/2023
7-106-70565-4;651;27/04/2023
3-102-37303-1;325;16/10/2023
3-109-13975-8;1185;12/12/2023
5-103-90549-5;940;15/06/2023
5-108-12526-2;853;06/09/2023
5-103-54598-5;801;17/02/2023
5-104-80823-3;496;25/08/2023
7-109-30722-8;47;06/03/2023
9-108-67151-1;153;18/05/2023
6-102-62939-2;385;01/03/2023
3-101-80976-8;1063;04/03/2023
8-105-29962-6;798;01/04/2023
3-102-99397-2;978;19/10/2023
9-103-54180-2;1025;27/12/2023
8-106-82915-2;1169;17/11/2023
6-104-99193-8;1193;03/03/2023
7-102-50859-8;549;09/08/2023
4-107-19965-8;11;22/04/2023
9-102-91594-7;944;05/11/2023
2-109-75377-6;1014;26/02/2023
5-102-51144-3;395;12/01/2023
5-105-90277-7;844;05/08/2023
6-103-66560-8;1182;23/10/2023
8-106-82915-2;1337;29/05/2023
3-102-70609-5;244;11/10/2023
3-105-22665-1;70;04/03/2023
4-106-85580-8;518;12/04/2023
4-106-92912-8;1423;25/12/2023
1-106-19577-6;254;30/08/2023
9-104-61698-8;49;15/08/2023
2-104-92558-8;1080;29/12/2023
3-103-72792-3;1068;22/12/2023
5-109-54250-1;1252;02/12/2023
4-103-48586-3;1319;08/10/2023
1-107-50223-7;523;07/10/2023
6-108-82500-6;1146;03/04/2023
3-101-44552-3;473;06/01/2023
7-101-37772-1;1303;22/01/2023
2-103-91116-2;727;17/08/2023
1-107-31069-5;470;13/01/2023
2-108-49727-9;476;29/07/2023
4-108-96229-2;104;11/12/2023
4-102-54827-8;646;05/04/2023
8-102-46886-7;938;15/01/2023
2-105-10407-4;1383;03/11/2023
9-101-41505-9;288;10/03/2023
1-108-41500-7;108;26/12/2023
2-109-24930-8;65;27/11/2023
5-108-89999-6;79;12/09/2023
5-109-92627-4;734;31/05/2023
9-108-64989-9;639;12/03/2023
6-103-75038-7;1472;24/06/2023
2-103-84790-9;625;28/04/2023
4-107-95641-6;1373;17/02/2023
6-105-67516-4;130;20/05/2023
1-104-61411-7;374;04/11/2023
7-101-13884-7;1209;17/06/2023
8-104-68902-4;779;13/10/2023
7-102-40624-4;477;09/11/2023
3-103-19367-6;74;16/05/2023
3-105-26335-1;363;21/12/2023
6-102-40972-6;523;07/11/2023
6-105-52440-1;374;04/02/2023
8-108-77787-8;298;07/01/2023
3-104-46121-8;196;20/04/2023
1-103-27217-3;128;26/08/2023
3-101-69701-2;773;26/11/2023
6-107-21043-2;658;02/10/2023
7-102-54850-2;167;08/03/2023
2-105-93777-4;68;15/12/2023
6-105-97923-1;519;23/03/2023
3-106-98588-9;208;13/01/2023
9-108-52774-1;772;16/11/2023
3-109-93959-9;536;28/11/2023
6-108-82500-6;358;25/01/2023
9-107-97476-9;254;27/01/2023
2-102-94214-8;842;04/01/2023
9-106-64286-8;1239;17/05/2023
6-106-88941-9;301;04/12/2023
1-109-77140-2;403;30/06/2023
4-105-16746-6;550;30/07/2023
4-105-13027-9;315;02/10/2023
4-102-31144-3;1278;31/07/2023
5-107-80715-3;448;16/11/2023
2-109-61649-7;228;22/05/2023
5-105-11037-1;862;25/06/2023
9-103-97363-1;342;24/06/2023
9-102-44545-3;1481;07/05/2023
2-104-38492-9;829;20/11/2023
6-105-88242-3;102;10/10/2023
2-104-33475-5;649;23/09/2023
2-103-19610-9;1457;20/09/2023
1-102-22925-7;358;17/01/2023
8-105-18011-3;628;16/08/2023
6-103-10917-8;704;13/04/2023
2-107-16822-5;396;27/05/2023
6-106-60672-7;1327;22/07/2023
5-105-36753-7;989;17/04/2023
5-106-53967-9;1034;07/09/2023
3-105-22737-7;1225;27/04/2023
1-101-87198-2;458;20/11/2023
6-102-55802-4;439;04/11/2023
2-104-87309-5;334;28/05/2023
5-103-46143-7;615;14/01/2023
6-102-93158-2;622;27/01/2023
8-109-68261-1;87;28/04/2023
1-106-59267-3;559;30/12/2023
1-106-68778-6;886;13/06/2023
7-105-28853-9;1182;13/05/2023
8-101-28258-9;215;02/11/2023
5-105-40187-9;1168;11/06/2023
7-103-14537-7;634;19/09/2023
1-104-81802-9;1064;25/03/2023
1-106-59267-3;929;11/01/2023
5-107-45873-9;272;07/10/2023
9-106-79108-7;594;14/09/2023
2-106-23456-1;453;04/03/2023
2-108-40031-3;569;03/08/2023
4-105-71817-3;19;03/12/2023
4-103-33231-6;363;27/10/2023
4-109-18517-4;300;04/09/2023
7-109-57854-2;195;09/04/2023
6-105-99860-5;829;24/06/2023
5-109-67021-9;451;29/03/2023
2-101-46868-8;443;05/12/2023
8-109-79971-1;326;27/09/2023
1-106-55045-4;61;12/05/2023
7-101-55737-7;1245;03/12/2023
9-103-53831-1;754;12/11/2023
5-105-11037-1;401;28/09/2023
2-109-40916-8;976;20/09/2023
